g1093	1
g1094	1
g1095	3
g1096	2
g1097	3
g1098	1
g1099	6
g1100	1
g1101	1
g1102	2
g1103	2
g1104	2
g1105	5
g1106	4
g1107	1
g1108	1
g1109	1
g1110	1
g1111	6
g1112	1
g1113	1
g1114	2
g1115	1
g1116	1
g1117	1
g1118	1
g1119	1
g1120	1
g1121	1
g1122	1
g1123	1
g1124	1
g1125	1
g1126	1
g1127	1
g1128	2
g1129	1
g1130	2
g1131	4
g1132	3
g1133	2
g1134	1
g1135	1
g1136	1
g1137	2
g1138	1
g1139	1
g1140	4
g1141	1
g1142	2
g1143	5
g1144	2
g1145	1
g1146	1
g1147	1
g1148	1
g1149	1
g1150	1
g1151	1
g1152	1
g1153	4
g1154	1
g1155	3
g1156	5
g1157	1
g1158	1
g1159	2
g1160	1
g1161	1
g1162	1
g1163	1
g1164	2
g1165	1
g1166	1
g1167	1
g1168	2
g1169	5
g1170	1
g1171	2
g1172	1
g1173	1
g1174	1
g1175	3
g1176	1
g1177	1
g1178	4
g1179	1
g1180	3
g1181	1
g1182	1
g1183	1
g1184	1
g1185	1
g1186	1
g1187	1
g1188	1
g1189	1
g1190	1
g1191	1
g1192	1
g1193	1
g1194	2
g1195	1
g1196	1
g1197	3
g1198	1
g1199	1
g1200	1
g1201	3
g1202	1
g1203	3
g1204	1
g1205	1
g1206	1
g1207	2
g1208	6
g1209	2
g1210	6
g1211	1
g1212	1
g1213	1
g1214	4
g1215	1
g1216	1
g1217	1
g1218	2
g1219	1
g1220	1
g1221	1
g1222	1
g1223	2
g1224	1
g1225	1
g1226	1
g1227	5
g1228	1
g1229	4
g1230	3
g1231	1
g1232	1
g1233	1
g1234	1
g1235	1
g1236	1
g1237	1
g1238	1
g1239	1
g1240	1
g1241	6
g1242	1
g1243	2
g1244	1
g1245	5
g1246	1
g1247	1
g1248	3
g1249	2
g1250	1
g1251	1
g1252	1
g1253	1
g1254	1
g1255	4
g1256	1
g1257	2
g1258	1
g1259	1
g1260	1
g1261	1
g1262	4
g1263	4
g1264	1
g1265	2
g1266	1
g1267	1
g1268	3
g1269	1
g1270	1
g1271	1
g1272	1
g1273	1
g1274	1
g1275	1
g1276	1
g1277	1
g1278	1
g1279	1
g1280	1
g1281	1
g1282	1
g1283	1
g1284	1
g1285	1
g1286	4
g1287	1
g1288	2
g1289	3
g1290	5
g1291	4
g1292	1
g1293	3
g1294	4
g1295	6
g1296	3
g1297	1
g1298	2
g1299	2
g1300	1
g1301	2
g1302	2
g1303	2
g1304	4
g1305	1
g1306	7
g1307	1
g1308	7
g1309	1
g1310	10
g1311	3
g1312	1
g1313	1
g1314	3
g1315	3
g1316	1
g1317	1
g1318	1
g1319	1
g1320	1
g1321	3
g1322	3
g1323	1
g1324	6
g1325	1
g1326	1
g1327	1
g1328	1
g1329	1
g1330	1
g1331	2
g1332	2
g1333	1
g1334	1
g1335	2
g1336	1
g1337	1
g1338	4
g1339	1
g1340	5
g1341	1
g1342	1
g1343	6
g1344	3
g1345	1
g1346	2
g1347	1
g1348	1
g1349	1
g1350	2
g1351	2
g1352	1
g1353	4
g1354	1
g1355	1
g1356	1
g1357	5
g1358	1
g1359	1
g1360	1
g1361	1
g1362	1
g1363	6
g1364	2
g1365	1
g1366	1
g1367	1
g1368	1
g1369	1
g1370	2
g1371	4
g1372	1
g1373	1
g1374	1
g1375	1
g1376	4
g1377	1
g1378	1
g1379	1
g1380	1
g1381	4
g1382	2
g1383	1
g1384	1
g1385	1
g1386	1
g1387	1
g1388	4
g1389	1
g1390	1
g1391	1
g1392	4
g1393	5
g1394	1
g1395	5
g1396	1
g1397	2
g1398	4
g1399	5
g1400	5
g1401	1
g1402	1
g1403	1
g1404	2
g1405	1
g1406	1
g1407	5
g1408	1
g1409	1
g1410	1
g1411	1
g1412	1
g1413	2
g1414	1
g1415	3
g1416	4
g1417	1
g1418	1
g1419	1
g1420	1
g1421	1
g1422	5
g1423	1
g1424	1
g1425	1
g1426	1
g1427	4
g1428	5
g1429	5
g1430	4
g1431	5
g1432	2
g1433	2
g1434	1
g1435	1
g1436	1
g1437	5
g1438	1
g1439	1
g1440	1
g1441	1
g1442	1
g1443	1
g1444	1
g1445	6
g1446	1
g1447	1
g1448	3
g1449	1
g1450	1
g1451	1
g1452	5
g1453	1
g1454	2
g1455	1
g1456	1
g1457	2
g1458	1
g1459	5
g1460	1
g1461	1
g1462	1
g1463	4
g1464	1
g1465	1
g1466	1
g1467	1
g1468	1
g1469	1
g1470	2
g1471	3
g1472	3
g1473	2
g1474	1
g1475	1
g1476	1
g1477	1
g1478	1
g1479	1
g1480	1
g1481	1
g1482	4
g1483	1
g1484	1
g1485	1
g1486	1
g1487	1
g1488	1
g1489	1
g1490	1
g1491	1
g1492	1
g1493	2
g1494	1
g1495	2
g1496	3
g1497	1
g1498	6
g1499	1
g1500	1
g1501	1
g1502	1
g1503	1
g1504	1
g1505	1
g1506	1
g1507	1
g1508	4
g1509	1
g1510	1
g1511	1
g1512	1
g1513	1
g1514	1
g1515	1
g1516	2
g1517	1
g1518	2
g1519	1
g1520	1
g1521	6
g1522	1
g1523	1
g1524	4
g1525	1
g1526	3
g1527	7
g1528	1
g1529	1
g1530	1
g1531	1
g1532	1
g1533	1
g1534	1
g1535	2
g1536	3
g1537	2
g1538	1
g1539	1
g1540	2
g1541	2
g1542	1
g1543	1
g1544	1
g1545	2
g1546	1
g1547	1
g1548	1
g1549	1
g1550	1
g1551	1
g1552	1
g1553	1
g1554	1
g1555	1
g1556	1
g1557	1
g1558	3
g1559	1
g1560	5
g1561	4
g1562	1
g1563	1
g1564	1
g1565	1
g1566	1
g1567	1
g1568	1
g1569	1
g1570	1
g1571	1
g1572	1
g1573	2
g1574	4
g1575	1
g1576	1
g1577	1
g1578	1
g1579	1
g1580	1
g1581	1
g1582	1
g1583	3
g1584	5
g1585	1
g1586	1
g1587	1
g1588	1
g1589	2
g1590	2
g1591	3
g1592	1
g1593	1
g1594	3
g1595	4
g1596	1
g1597	4
g1598	1
g1599	2
g1600	1
g1601	1
g1602	1
g1603	1
g1604	1
g1605	2
g1606	1
g1607	7
g1608	2
g1609	4
g1610	1
g1611	1
g1612	2
g1613	2
g1614	1
g1615	1
g1616	1
g1617	3
g1618	1
g1619	3
g1620	1
g1621	1
g1622	5
g1623	1
g1624	1
g1625	1
g1626	4
g1627	6
g1628	2
g1629	1
g1630	1
g1631	1
g1632	3
g1633	1
g1634	1
g1635	1
g1636	1
g1637	1
g1638	1
g1639	1
g1640	4
g1641	1
g1642	1
g1643	1
g1644	1
g1645	1
g1646	4
g1647	3
g1648	1
g1649	4
g1650	1
g1651	5
g1652	1
g1653	1
g1654	1
g1655	1
g1656	1
g1657	2
g1658	2
g1659	1
g1660	1
g1661	1
g1662	1
g1663	1
g1664	2
g1665	4
g1666	1
g1667	2
g1668	1
g1669	1
g1670	1
g1671	1
g1672	2
g1673	2
g1674	4
g1675	2
g1676	1
g1677	6
g1678	2
g1679	4
g1680	1
g1681	1
g1682	1
g1683	2
g1684	3
g1685	4
g1686	6
g1687	4
g1688	3
g1689	5
g1690	4
g1691	1
g1692	1
g1693	1
g1694	1
g1695	5
g1696	1
g1697	4
g1698	3
g1699	3
g1700	2
g1701	1
g1702	1
g1703	1
g1704	1
g1705	1
g1706	1
g1707	5
g1708	1
g1709	1
g1710	1
g1711	1
g1712	8
g1713	1
g1714	1
g1715	1
g1716	1
g1717	1
g1718	1
g1719	1
g1720	3
g1721	1
g1722	1
g1723	1
g1724	1
g1725	5
g1726	1
g1727	4
g1728	4
g1729	1
g1730	1
g1731	1
g1732	6
g1733	1
g1734	2
g1735	2
g1736	1
g1737	6
g1738	6
g1739	4
g1740	1
g1741	8
g1742	1
g1743	4
g1744	3
g1745	1
g1746	1
g1747	1
g1748	1
g1749	7
g1750	1
g1751	1
g1752	3
g1753	3
g1754	1
g1755	1
g1756	4
g1757	9
g1758	1
g1759	2
g1760	3
g1761	1
g1762	6
g1763	1
g1764	2
g1765	1
g1766	2
g1767	1
g1768	1
g1769	1
g1770	2
g1771	1
g1772	1
g1773	1
g1774	1
g1775	1
g1776	1
g1777	1
g1778	2
g1779	3
g1780	1
g1781	2
g1782	4
g1783	5
g1784	2
g1785	1
g1786	1
g1787	1
g1788	3
g1789	1
g1790	4
g1791	1
g1792	1
g1793	1
g1794	1
g1795	1
g1796	1
g1797	1
g1798	1
g1799	1
g1800	1
g1801	1
g1802	1
g1803	2
g1804	1
g1805	1
g1806	1
g1807	2
g1808	1
g1809	1
g1810	6
g1811	1
g1812	3
g1813	1
g1814	1
g1815	1
g1816	1
g1817	9
g1818	1
g1819	1
g1820	1
g1821	1
g1822	1
g1823	1
g1824	1
g1825	2
g1826	1
g1827	2
g1828	1
g1829	1
g1830	1
g1831	3
g1832	3
g1833	3
g1834	5
g1835	1
g1836	1
g1837	1
g1838	1
g1839	5
g1840	3
g1841	2
g1842	1
g1843	6
g1844	1
g1845	1
g1846	1
g1847	1
g1848	3
g1849	1
g1850	3
g1851	1
g1852	1
g1853	2
g1854	2
g1855	1
g1856	1
g1857	1
g1858	6
g1859	1
g1860	5
g1861	2
g1862	1
g1863	1
g1864	1
g1865	3
g1866	1
g1867	2
g1868	1
g1869	1
g1870	3
g1871	5
g1872	1
g1873	1
g1874	1
g1875	1
g1876	1
g1877	1
g1878	1
g1879	1
g1880	1
g1881	1
g1882	1
g1883	1
g1884	1
g1885	1
g1886	1
g1887	4
g1888	1
g1889	1
g1890	1
g1891	1
g1892	1
g1893	1
g1894	1
g1895	1
g1896	2
g1897	4
g1898	1
g1899	1
g1900	1
g1901	1
g1902	4
g1903	3
g1904	2
g1905	1
g1906	1
g1907	1
g1908	1
g1909	1
g1910	1
g1911	2
g1912	2
g1913	1
g1914	2
g1915	1
g1916	1
g1917	1
g1918	1
g1919	1
g1920	1
g1921	1
g1922	1
g1923	1
g1924	7
g1925	1
g1926	1
g1927	1
g1928	4
g1929	1
g1930	4
g1931	6
g1932	1
g1933	1
g1934	1
g1935	2
g1936	1
g1937	2
g1938	2
g1939	1
g1940	1
g1941	1
g1942	1
g1943	1
g1944	2
g1945	1
g1946	1
g1947	2
g1948	1
g1949	1
g1950	1
g1951	5
g1952	1
g1953	4
g1954	3
g1955	1
g1956	1
g1957	2
g1958	2
g1959	1
g1960	3
g1961	1
g1962	1
g1963	1
g1964	1
g1965	1
g1966	1
g1967	5
g1968	1
g1969	1
g1970	1
g1971	4
g1972	1
g1973	1
g1974	1
g1975	4
g1976	1
g1977	1
g1978	1
g1979	7
g1980	1
g1981	1
g1982	6
g1983	4
g1984	1
g1985	2
g1986	1
g1987	6
g1988	1
g1989	7
g1990	1
g1991	1
g1992	8
g1993	1
g1994	1
g1995	1
g1996	1
g1997	1
g1998	3
g1999	1
g2000	1
g2001	1
g2002	1
g2003	1
g2004	1
g2005	4
g2006	7
g2007	3
g2008	3
g2009	1
g2010	1
g2011	1
g2012	1
g2013	2
g2014	1
g2015	1
g2016	1
g2017	4
g2018	3
g2019	1
g2020	1
g2021	1
g2022	10
g2023	1
g2024	6
g2025	1
g2026	1
g2027	1
g2028	1
g2029	1
g2030	4
g2031	1
g2032	6
g2033	1
g2034	1
g2035	1
g2036	1
g2037	1
g2038	1
g2039	1
g2040	1
g2041	1
g2042	1
g2043	1
g2044	1
g2045	2
g2046	6
g2047	1
g2048	1
g2049	1
g2050	1
g2051	1
g2052	1
g2053	1
g2054	1
g2055	1
g2056	1
g2057	1
g2058	1
g2059	2
g2060	1
g2061	3
g2062	3
g2063	1
g2064	1
g2065	4
g2066	1
g2067	6
g2068	4
g2069	1
g2070	1
g2071	2
g2072	1
g2073	5
g2074	1
g2075	1
g2076	1
g2077	2
g2078	1
g2079	1
g2080	3
g2081	1
g2082	1
g2083	1
g2084	1
g2085	2
g2086	1
g2087	3
g2088	3
g2089	1
g2090	1
g2091	2
g2092	2
g2093	3
g2094	1
g2095	1
g2096	1
g2097	1
g2098	1
g2099	2
g2100	2
g2101	1
g2102	1
g2103	1
g2104	1
g2105	4
g2106	1
g2107	1
g2108	1
g2109	1
g2110	1
g2111	4
g2112	1
g2113	4
g2114	1
g2115	5
g2116	3
g2117	1
g2118	2
g2119	3
g2120	4
g2121	2
g2122	1
g2123	1
g2124	1
g2125	1
g2126	1
g2127	1
g2128	3
g2129	10
g2130	4
g2131	1
g2132	2
g2133	2
g2134	1
g2135	3
g2136	5
g2137	5
g2138	8
g2139	3
g2140	3
g2141	1
g2142	1
g2143	1
g2144	1
g2145	2
g2146	1
g2147	3
g2148	1
g2149	2
g2150	1
g2151	6
g2152	4
g2153	6
g2154	1
g2155	1
g2156	2
g2157	1
g2158	2
g2159	1
g2160	6
g2161	1
g2162	1
g2163	1
g2164	2
g2165	1
g2166	1
g2167	1
g2168	1
g2169	1
g2170	2
g2171	1
g2172	1
g2173	1
g2174	2
g2175	1
g2176	1
g2177	1
g2178	5
g2179	1
g2180	1
g2181	5
g2182	1
g2183	1
g2184	1
g2185	1
g2186	1
g2187	2
g2188	1
g2189	1
g2190	5
g2191	1
g2192	1
g2193	1
g2194	1
g2195	1
g2196	7
g2197	3
g2198	1
g2199	6
g2200	1
g2201	1
g2202	1
g2203	2
g2204	1
g2205	1
g2206	1
g2207	8
g2208	1
g2209	1
g2210	1
g2211	1
g2212	1
g2213	1
g2214	2
g2215	1
g2216	1
g2217	1
g2218	1
g2219	1
g2220	2
g2221	1
g2222	1
g2223	1
g2224	3
g2225	1
g2226	1
g2227	1
g2228	1
g2229	4
g2230	1
g2231	1
g2232	4
g2233	5
g2234	1
g2235	1
g2236	4
g2237	2
g2238	1
g2239	1
g2240	1
g2241	1
g2242	1
g2243	1
g2244	1
g2245	1
g2246	1
g2247	1
g2248	1
g2249	1
g2250	3
g2251	1
g2252	1
g2253	1
g2254	6
g2255	1
g2256	1
g2257	1
g2258	1
g2259	1
g2260	1
g2261	2
g2262	1
g2263	1
g2264	1
g2265	1
g2266	1
g2267	7
g2268	2
g2269	1
g2270	1
g2271	1
g2272	1
g2273	3
g2274	1
g2275	1
g2276	1
g2277	1
g2278	1
g2279	1
g2280	1
g2281	2
g2282	1
g2283	1
g2284	1
g2285	1
g2286	7
g2287	2
g2288	2
g2289	1
g2290	1
g2291	1
g2292	1
g2293	2
g2294	1
g2295	1
g2296	1
g2297	7
g2298	2
g2299	2
g2300	1
g2301	6
g2302	4
g2303	5
g2304	1
g2305	1
g2306	3
g2307	1
g2308	6
g2309	1
g2310	1
g2311	1
g2312	1
g2313	2
g2314	1
g2315	1
g2316	1
g2317	1
g2318	1
g2319	1
g2320	1
g2321	2
g2322	1
g2323	1
g2324	1
g2325	4
g2326	1
g2327	5
g2328	3
g2329	1
g2330	1
g2331	1
g2332	1
g2333	2
g2334	2
g2335	1
g2336	1
g2337	1
g2338	1
g2339	1
g2340	1
g2341	1
g2342	2
g2343	2
g2344	3
g2345	1
g2346	1
g2347	1
g2348	1
g2349	1
g2350	1
g2351	1
g2352	1
g2353	5
g2354	1
g2355	1
g2356	1
g2357	4
g2358	1
g2359	7
g2360	4
g2361	3
g2362	1
g2363	1
g2364	1
g2365	1
g2366	4
g2367	1
g2368	5
g2369	1
g2370	1
g2371	1
g2372	1
g2373	1
g2374	1
g2375	1
g2376	1
g2377	1
g2378	4
g2379	1
g2380	2
g2381	2
g2382	1
g2383	1
g2384	1
g2385	2
g2386	1
g2387	1
g2388	5
g2389	4
g2390	6
g2391	1
g2392	1
g2393	1
g2394	1
g2395	3
g2396	1
g2397	2
g2398	2
g2399	1
g2400	1
g2401	1
g2402	2
g2403	1
g2404	1
g2405	1
g2406	3
g2407	4
g2408	1
g2409	1
g2410	1
g2411	1
g2412	1
g2413	2
g2414	1
g2415	1
g2416	1
g2417	1
g2418	1
g2419	1
g2420	1
g2421	1
g2422	1
g2423	1
g2424	1
g2425	1
g2426	1
g2427	1
g2428	1
g2429	1
g2430	1
g2431	1
g2432	1
g2433	5
g2434	2
g2435	1
g2436	2
g2437	2
g2438	1
g2439	1
g2440	1
g2441	1
g2442	1
g2443	1
g2444	3
g2445	1
g2446	1
g2447	1
g2448	1
g2449	9
g2450	1
g2451	1
g2452	1
g2453	1
g2454	2
g2455	1
g2456	1
g2457	1
g2458	2
g2459	1
g2460	1
g2461	1
g2462	1
g2463	1
g2464	1
g2465	1
g2466	6
g2467	1
g2468	1
g2469	1
g2470	2
g2471	1
g2472	1
g2473	1
g2474	3
g2475	1
g2476	2
g2477	1
g2478	1
g2479	1
g2480	1
g2481	1
g2482	1
g2483	1
g2484	1
g2485	1
g2486	1
g2487	3
g2488	1
g2489	1
g2490	1
g2491	1
g2492	1
g2493	1
g2494	10
g2495	2
g2496	4
g2497	1
g2498	1
g2499	1
